DateTime ID,Report Month,Monetary Aggregate: Monthly Currency,Monetary Aggregate: Monthly Transaction Deposits w/ ADIs,Monetary Aggregate: M1 Money Supply,Monetary Aggregate: Monthly Certificate Deposits w/ ADIs,Monetary Aggregate: Monthly Non-Transaction Deposits w/ ADIs,Monetary Aggregate: M3 Money Supply,Monetary Aggregate: Monthly Private Borrowing (Other) w/ ADIs,Monetary Aggregate: Monthly Broad Money,Monetary Aggregate: Seasonally-Adjusted Currency,Monetary Aggregate: Seasonally-Adjusted M1 Money Supply,Monetary Aggregate: Seasonally-Adjusted M3 Money Supply,Monetary Aggregate: Seasonally-Adjusted Monthly Broad Money,Monetary Aggregate: Base Money Supply,Monetary Aggregate: Monthly Offshore Borrowings w/AFIs,Financial Growth: Monthly Housing Credit,Financial Growth: 12-Month Housing Credit,Financial Growth: Monthly Self-Occupied Housing Credit,Financial Growth: 12-Month Self-Occupied Housing Credit,Financial Growth: Monthly Investor Housing Credit,Financial Growth: 12-Month Investor Housing Credit,Financial Growth: Monthly Credit (Other),Financial Growth: 12-Month Credit (Other),Financial Growth: Monthly Non-Fin Businesses,Financial Growth: 12-Month Non-Fin Businesses,Financial Growth: Monthly Business,Financial Growth: 12-Month Business,Financial Growth: Monthly Exc-Fin Businesses,Financial Growth: 12-Month Exc-Fin Businesses,Financial Growth: Monthly Total Credit,Financial Growth: 12-Month Total Credit,Financial Growth: Monthly M3 Money,Financial Growth: 12-Month M3 Money,Financial Growth: Monthly Broad Money,Financial Growth: 12-Month Broad Money,Credit Aggregate: Monthly Bank Loans Exc-Fin Businesses,"Credit Aggregate: Monthly Bank Loans, Business",Credit Aggregate: Monthly NBFI Loans Exc-Fin Businesses,"Credit Aggregate: Monthly NBFI Loans, Business",Credit Aggregate: Monthly AFI Loans & Advances Exc-Fin Business,Credit Aggregate: Monthly AFI Loans & Advances,Credit Aggregate: Monthly Bills on Issue to Non-Fin Business,Credit Aggregate: Monthly Bills on Issue,Credit Aggregate: Monthly Narrow Cred. Exc-Fin Business,Credit Aggregate: Season-Adj Monthly Narrow Cred. Exc-Fin Busin,Credit Aggregate: Monthly Narrow Cred. Business,Credit Aggregate: Season-Adj Monthly Narrow Cred. Business,Credit Aggregate: Monthly Total Cred. Exc-Fin Business,Credit Aggregate: Season-Adj Monthly Total Cr. Exc-Fin Business,Credit Aggregate: Monthly Total,Credit Aggregate: Season-Adj Monthly Total,Credit Aggregate: Monthly Self-Occipied Housing,Credit Aggregate: Season-Adj Monthly Self-Occupied Housing,Credit Aggregate: Monthly Investor Cred.,Credit Aggregate: Season-Adj Monthly Investor Cred.,Credit Aggregate: Monthly Personal Cred.,Credit Aggregate: Season-Adj Monthly Personal Cred.,Credit Aggregate: Monthly Non-Fin Business,Credit Aggregate: Season-Adj Monthly Non-Fin Business,Credit Aggregate: Monthly Business,Credit Aggregate: Season-Adj Monthly Business,Credit Aggregate: Monthly Gov-Sector Lending
1,2003-01-31,29.7,183,212.7,82.4,241.6,540.2,87,627.2,29.6,212.6,537.5,623.6,36.1,152.3,1.1,17.6,0.8,14.6,1.5,24.8,0.9,10.3,0.1,7.2,0.9,6.3,0.9,15.4,1,12,1.2,10.3,1.1,9.9,627,626.8,112.2,124,739.2,750.7,74.5,76.7,812,814.4,827.5,828,905.8,908.4,916.6,918.6,313,312.5,143.9,143.7,86.9,87.2,341.2,341.5,372.8,375.1,32.6
2,2003-02-28,29.5,180.8,210.3,84,244.1,542.4,86.6,629,29.6,213.4,540.6,626.7,35.2,149.9,1.3,17.5,1.1,14.6,1.7,24.6,1.2,10.8,0.1,7.2,0.7,6.5,0.9,15.4,1.1,12.1,0.7,10.6,0.6,10,627,635.5,112.2,123.9,739.2,759.4,74.5,76.2,812,814.4,835.7,837.1,905.8,908.4,925.4,926.7,316.1,316.2,146.4,146.2,88.1,88.2,341.2,341.5,374.7,376.3,36.9
3,2003-03-31,29.3,183.4,212.7,84.3,246.2,546.7,85.5,632.2,29.6,214.4,547.7,631.9,35.1,144.9,1.5,17.7,1.2,14.6,2.3,25.3,1.1,10.8,0.1,7.2,1.6,7.8,0.9,15.4,1.5,12.8,1.1,10.8,0.5,9,627,641.8,112.2,126.5,739.2,768.3,74.5,76.3,812,814.4,844.6,845.9,905.8,908.4,939,939.2,319.6,320.3,149.6,150,90,90.3,341.2,341.5,379.8,379.4,30.4
4,2003-04-30,29.5,183.1,212.6,86.7,247.8,550,74.3,624.3,29.6,214.1,553.1,629.4,36.3,148.3,1.5,17.8,1.9,15.4,2.4,26,1.9,12.3,0.1,7.2,-0.3,6.8,0.9,15.4,0.8,12.6,0.9,10.6,1.8,10.8,627,650.2,112.2,118.1,739.2,768.3,74.5,76.5,812,814.4,844.8,847.3,905.8,908.4,939.5,941.5,326.5,327.5,148.6,149.2,89.5,89.7,341.2,341.5,375,375.2,27.3
5,2003-05-31,29.7,185.2,214.9,91.9,250.4,561.1,72.7,633.8,30.1,215.9,563.6,637.9,35.1,155.2,1.5,18.3,1.2,15.7,2.2,26.5,1.5,12.6,0.1,7.2,0.2,6.9,0.9,15.4,1,12.9,1.8,11.8,1.3,11.6,635.4,657.7,111.5,117.7,746.8,775.3,74.5,76.5,819.5,821,851.8,851.9,913.9,915.9,947.3,947.7,330.6,331.1,151.9,152.8,90.4,90.5,341,341.8,374.4,373.3,30.8
6,2003-06-30,29.6,192,221.6,86.4,252.6,565.6,68.6,634.2,29.9,217.7,564.4,637.5,35.1,149.4,1.8,19.1,1.5,16.2,2.5,28,1.1,12.4,0.8,7.2,0.6,6.4,1.3,15.4,1.3,13.1,0.6,13.2,0.3,11.8,645.4,669.1,111.7,117.2,757.2,786.3,74.7,76.8,830.7,829.7,863.1,860.7,929.1,927.2,962.4,960,336.2,336.4,156.4,156.3,91.6,91.2,344.9,344.3,378.2,376.4,30.1
7,2003-07-31,30.2,191.2,221.1,86,249.6,555.6,77,632.6,30.2,221,557.9,635.1,35.2,164,1.6,18.9,1.3,15.9,2.3,27.9,1.4,13.8,0.8,7.2,1.1,6.9,1.5,15.4,1.4,13.4,0,11.1,0.5,11.1,651.4,663.1,112,117.8,763.4,780.9,75.4,77.6,836.8,838.3,858.5,859.6,936.5,938.5,959.2,960.3,340.7,340.6,159.8,159.6,92.7,92.6,343.3,344.8,365.9,367.3,30.7
8,2003-08-31,30.5,192.2,222.4,93.5,254,568.7,79.2,647.9,30.4,223.9,570.8,647.1,35.2,159.5,1.4,19,1.2,16,2,27.8,0.6,13.2,0.3,7.2,0.6,7.4,0.9,15.4,1.1,13.6,2.3,12.3,1.9,11.8,658.9,671.1,112.5,117.9,771.4,789,75.7,78,845.7,844.6,867,867.5,947.4,945.3,969.5,970.3,344.8,344.7,163.3,163.2,93.3,93.2,346,345.7,368.1,369.2,27.5
9,2003-09-30,30.1,198.5,228.3,96.4,254.5,578.2,79.2,657.4,30,226.9,577.8,656.9,35.6,151.4,2,19.2,1.5,15.9,2.8,28.6,1.6,13.5,0.6,7.2,0.7,6.6,1.4,15.4,1.4,13.4,1.2,13.3,1.5,12.9,666.6,679.1,112.5,118.1,779.1,797.2,75.9,78.3,852.9,855.3,875.5,876.7,959.3,960.1,982.8,982.3,349.8,349.6,167.7,167.4,94.5,94.5,347.2,348,370.7,370.5,23.8
10,2003-10-31,30.7,198.1,228.4,95.7,257.2,580.5,72.1,652.6,30.6,229,582.4,653.6,36.1,146.3,1.8,20,1.5,16.6,2.5,29.7,1.1,14.3,0.6,7.2,0.7,7.9,1.3,15.4,1.3,14.5,0.9,13.6,-0.2,11.6,677.8,689.5,111.8,118.2,789.6,807.7,77.2,79.5,865.3,864.2,887.1,885.8,973.6,971.9,996.6,994.7,353.7,353.5,172,171.6,95.5,95.5,352.5,351,375.4,373.8,23.4
11,2003-11-30,30.9,200.5,231,95.2,262.3,587.6,72.1,659.7,30.7,230.6,587.2,657.9,36.4,154.9,1.7,20.7,1.5,17.3,2.3,30.2,0.5,13.9,1.1,7.2,1.1,8.5,1.3,15.4,1.4,15,0.8,13.2,0.7,11.2,688.7,700.9,112.6,117.2,801.3,818.1,77.3,79.7,876.9,873.6,897.8,895.5,987.1,983,1008.8,1006.7,359.3,358.8,175.5,175.2,96.2,95.9,356.2,354.3,377.9,376.9,23.4
12,2003-12-31,31.5,205,236.1,99.7,266,600.9,72.1,673,30.9,232,594.2,665.7,38.8,158.2,1.7,20.9,1.4,17.4,2.1,30.1,0.9,14.6,0.8,7.2,0.8,9,1.3,15.4,1.3,15.5,1.2,13.5,1.3,11.9,699.2,712.4,109.8,114.2,809,826.6,78.3,80.6,886,882.5,907.2,904.3,998.8,995.7,1020.9,1019.4,364.9,364,179.2,179,96.6,96.2,358.1,357.2,380.2,379.8,20.2
13,2004-01-31,31.2,204,234.8,95.7,269,598.6,71.7,670.3,31.1,234.4,595.4,666.5,37,160.5,1.6,21.5,1.5,18.1,2.2,31,1,14.8,0.5,7.2,0.6,8.6,1.2,15.4,1.2,15.7,0.3,12.4,0.5,11.3,705.8,719.6,108.6,112.2,814.4,831.8,77.8,80.2,890.2,888.7,912,911.4,1006.7,1007.5,1029.1,1030.5,369.3,368.7,182.3,182.1,96.8,97.1,358.2,359.5,380.7,382.3,20.8
14,2004-02-29,31.2,202,232.8,103.8,270,605.6,67.9,673.4,31.3,236,603.8,671.8,36.4,163,1.6,21.7,1.3,18.4,2,31.3,1.1,14.8,-0.4,7.2,-0.4,7.4,1.1,15.4,0.8,15.4,1.6,13.4,0.9,11.7,708.5,721.5,109.2,112.7,817.7,834.2,77.9,80.3,893.4,893.6,914.5,915.7,1014.6,1018.3,1036.4,1037.6,373.3,373.5,185.4,185.2,98.3,98.3,357.6,357.7,379.4,380.5,21.1
15,2004-03-31,30.9,203,233.5,103.3,273.8,609.7,67.1,676.8,31.2,235.2,610.7,676.4,37.3,150.3,1.7,21.9,1.6,18.9,1.8,30.7,1,14.6,1,7.2,0.3,6.1,1.2,15.4,1.1,14.9,1,13.2,0.5,11.7,713.4,724.9,111.9,115.1,825.3,840,79,81.6,902.4,905.9,921.7,923.6,1030.5,1034.2,1050.3,1051,381.1,382.1,189,189.5,98.4,98.8,362,362.5,381.8,381.7,18.8
16,2004-04-30,31.5,201.3,232.4,108.4,273.1,613,66.1,679,31.5,234.6,615.9,684.2,37.1,152.5,1.3,21.7,1.1,17.9,1.5,29.7,0.5,13.1,0.7,7.2,0.6,7.1,1,15.4,1,15.2,0.7,13,0.7,10.4,724.7,736,110.1,113.5,834.8,849.5,79.3,81.9,912.7,915.4,931.4,933.7,1041.2,1044.1,1060.5,1062.8,385.6,386.7,191.9,192.7,98.9,99.3,364.9,365.1,384.2,384.2,14.3
17,2004-05-31,30.9,201.3,231.9,108.1,274.2,613.3,67.8,681.1,31.3,233.9,616.5,685.8,36.7,165.5,1.3,21.5,1.2,17.9,1.5,28.8,0.7,12.3,0.9,8,1.1,8,1,15.5,1.2,15.4,0,11,0.2,9.2,734.3,745.8,111.6,115.1,845.9,860.9,79.7,82.1,923.5,925.3,943,943.4,1052.6,1054.3,1072.7,1073.5,390.5,391,195,196.1,99.4,99.6,367.7,368.5,387.8,387,14.8
18,2004-06-30,31.6,210.4,241.5,105.4,276.8,622.7,63.5,686.2,31.8,237.1,621.3,689.3,37.2,167.1,1.2,20.7,1.1,17.4,1.5,27.5,0.7,11.7,1.4,8.6,1.2,8.6,1.2,15.4,1.2,15.2,1.1,11.6,0.9,9.8,745,757.1,111.8,115.2,856.9,872.2,80.8,83.2,935.6,934.5,955.4,953.7,1068.9,1067.4,1089.4,1087,394,393.9,200.5,200,101,100.7,373.5,373,393.9,392.7,17
19,2004-07-31,32.1,205.6,237.3,110.5,278.4,625.3,67.8,693.2,32.1,237.3,628.3,695.9,37.6,170.1,1.3,20.4,1.2,17.3,1.5,26.6,0.7,11,0.3,8,0.6,8.1,1,14.9,1,14.8,0.8,12.6,0.9,10.2,751.1,763.5,111.1,114.9,862.2,878.4,80.7,83.1,941,942.7,961.5,963.6,1077.2,1078.8,1098.4,1100.3,398.9,398.8,203.2,202.9,101.5,101.5,373.5,375.2,394.7,396.7,17.3
20,2004-08-31,31.9,206.1,237.5,111.7,280.9,629.3,70.2,699.5,31.9,239.2,631.7,698.4,37.5,181.4,1.1,20,1.2,17.4,0.9,25.2,1.5,12,1.1,8.9,1.2,8.8,1.1,15.1,1.2,15,0.5,10.6,0.3,8.4,761.1,773.5,112.5,115.7,873.6,889.2,81.7,84,952.8,951.6,973.2,973.4,1090.9,1088.9,1112,1112.5,403.8,403.8,205.4,205.3,102.3,101.9,379.4,379.2,400.5,401.6,17.4
21,2004-09-30,32.6,211.6,243.8,109.4,279.7,632,69.6,701.6,32.4,242.1,631.9,700.6,38,175.7,1.5,19.3,1.2,16.9,1.8,24.1,1,11.4,0.7,8.9,0.5,8.6,1.1,14.8,1,14.5,0.4,9.7,0.5,7.5,759.7,772.5,113.8,117.4,873.5,890,82.3,84.8,954,956.6,974.8,976.7,1100.4,1101.2,1121.9,1121.9,408.2,407.8,208.8,208.4,102.9,102.9,380.6,381.5,402,402.5,17.1
22,2004-10-31,32.8,211.5,243.7,110.8,281.1,634.9,72,706.8,32.7,244.4,636.6,708.2,38.2,186.4,1.2,18.6,1.2,16.7,1.3,22.5,1.4,11.7,0.7,9,1.1,8.9,1.1,14.5,1.2,14.3,0.9,9.7,1.3,9,770.6,783.8,116.3,120.6,887,904.5,82.6,85.2,967.3,966.3,989.6,988.6,1115.3,1113,1138.5,1136.6,413.8,413.5,211.1,210.8,104.4,104.2,386.1,384.6,409.2,407.8,18.7
23,2004-11-30,32.3,214.7,246.5,115.4,283.1,644.3,73.7,717.9,32.1,245.5,643.6,715.9,38.4,188.3,1.3,18.2,1.4,16.6,1.3,21.3,1.3,12.6,0.2,8,0.2,8,0.9,14,0.9,13.8,1.1,10,1.1,9.5,779,793.1,117.2,121.1,896.2,914.2,83.2,85.8,977.1,973.4,1000,996.9,1127.4,1123.5,1151,1148,419.8,419.3,213.5,213.2,105.8,105.4,388.2,386,411.8,410.2,18.6
24,2004-12-31,32.8,219.7,252.1,115.5,288.6,655.4,75.2,730.6,32.2,247.5,647.1,722.7,40.1,191.6,1.4,17.8,1.3,16.5,1.3,20.4,1.5,13.2,0.5,7.7,0.8,8,1.1,13.8,1.2,13.7,0.5,9.2,0.8,8.9,784,801.5,118.3,122.3,902.3,923.8,84.2,86.8,984.8,980.9,1010.6,1006.6,1138.6,1135.5,1165.2,1162.5,426,425,216.3,216,107.5,107.1,388.9,387.8,415.5,414.3,20.5
25,2005-01-31,33.4,218.7,251.6,116.6,288.1,655.6,75.3,730.8,33.3,250.6,652,727.1,40.1,185.4,1,17.1,1.2,16.2,1.1,19,1,13.2,1.1,8.3,0.9,8.4,1.1,13.6,1,13.5,0.8,9.8,0.6,9,792.4,807.2,120.2,124.3,912.7,931.5,83.6,86.1,993.3,991.5,1017.5,1015.7,1156.5,1157,1181.4,1182.2,436.6,436.1,221.3,221.2,107.8,108.2,390.7,391.9,415.6,416.6,23.4
26,2005-02-28,32.8,216.5,248.6,117,292.1,656.9,76.1,733,32.9,251.7,655.7,732.2,38.9,185,1,16.4,0.8,15.5,1.3,18.2,0.7,12.7,1.3,10.2,1.2,10.1,1,13.5,1,13.8,0.6,8.8,0.7,8.7,794.9,809.5,120.7,125.1,915.6,934.7,84.6,87.2,998.1,998.2,1021.8,1022.5,1163.8,1164.1,1188.3,1189.5,436.1,436.5,221.9,222,109,109,396.7,396.7,421.3,421.9,18.4
27,2005-03-31,33,219.4,252,117.1,289.1,657.2,83.8,741.1,33,253.7,657.6,739.7,39.3,189.6,1,15.6,1.1,14.9,0.9,17.1,0.9,12.6,0.9,10,1,10.9,1,13.3,1,13.6,0.3,8,1,9.3,799.3,815.5,122.2,125.8,921.5,941.2,85.7,88.3,1005.1,1008.7,1029.5,1032.2,1168.2,1172,1193.2,1194.6,436.9,438,222.2,222.8,109.6,110.3,399.5,400,424.5,424.6,16
28,2005-04-30,33.1,220.4,252.9,116,291.6,659.5,82.6,742.2,33.4,255.9,663.6,748.6,38.5,196.4,1.1,15.4,1.1,14.9,1,16.4,0.8,13,1.1,10.4,1.2,11.5,1.1,13.4,1.1,13.8,0.6,7.9,0.5,9.1,808.9,825.6,123.9,127.9,932.9,953.5,86.5,89.1,1017.4,1020.3,1042.6,1044.9,1180.6,1183.6,1206.5,1209.3,441.8,443.1,224.1,225.1,110.5,111.1,404.2,404.4,430.1,430.1,17.3
29,2005-05-31,32.9,223.6,256,117.5,293.5,666,84.6,750.6,33.3,259.2,670.2,756.4,38.7,201.5,1,15,1.1,14.8,0.7,15.4,0.5,12.8,1.7,11.3,1.6,12.1,1.1,13.5,1.2,13.8,1.1,9,1.2,10.2,819.6,835.8,124.8,128.2,944.4,964,87.9,90.6,1030,1032.2,1054.6,1056,1195.1,1197.5,1220.3,1222.2,447.1,447.7,226.1,227.1,111.4,111.7,410.4,411.2,435.6,435.5,17.6
30,2005-06-30,33.4,231.9,264.8,112.7,301.4,677.9,83.6,761.5,33.6,260.1,677,764.4,38.7,201.9,0.9,14.7,1,14.7,0.7,14.5,1.3,13.5,0.6,10.4,0.6,11.5,0.8,13.1,0.9,13.4,1.2,9.1,1.3,10.7,828.7,844.9,125.9,129.9,954.6,974.8,88.4,91.4,1040.3,1038.9,1066.2,1065.3,1208.5,1206.9,1235.3,1233.3,453.1,452.7,228.9,228,113.3,112.9,413.2,413.1,440,439.5,18.3
31,2005-07-31,33.8,230.8,264,111.7,300.5,675.2,87.7,762.9,33.8,264.3,678.5,765.4,39.1,201.9,0.8,14,0.8,14.2,0.8,13.7,0.8,13.5,0.9,11.1,0.8,11.8,0.9,13,0.8,13.2,0.1,8.4,0.2,9.9,834.3,850.1,126.7,131,961,981.1,88.6,91.7,1047.5,1049.7,1072.9,1075.8,1216.4,1217.8,1242.7,1245.1,456.3,456,230.4,229.8,113.9,113.8,415.9,417.8,442.1,444.7,15.6
32,2005-08-31,33.6,230.1,263.2,113.4,303.3,678.9,93.1,772.1,33.6,264.8,681.2,770.5,39.4,204.7,0.9,13.9,1.1,14.1,0.7,13.4,1,13,1.5,11.5,1.7,12.3,1.1,12.9,1.2,13.2,0.4,8.2,0.6,10.2,847.8,864,129.1,133.5,976.9,997.5,90.4,93.4,1064.3,1063.2,1090.9,1090.7,1233.4,1231.5,1260.9,1260.5,460.9,460.7,232.1,232,116.4,115.9,424,424,451.5,452.4,12.3
33,2005-09-30,34,235.2,268.8,112.4,309.9,690.2,93.5,783.7,33.9,267.2,690.1,782.1,39.7,203.4,1,13.3,1.1,14,0.7,12.2,0.9,12.9,1.1,12,1.2,13.1,1,12.8,1,13.2,0.8,8.7,1.1,10.8,852.9,869.4,130.6,135.1,983.5,1004.5,91.5,94.7,1071.3,1074,1099.2,1101.8,1244.1,1244.7,1272.9,1273.3,465.6,465,233.6,233.4,116.9,116.9,428,429,456.7,457.9,14.7
34,2005-10-31,34,233.6,266.9,114.4,306.8,687.4,88.1,775.5,33.9,267.4,688.2,776.5,40.3,203.6,1.1,13.3,1.2,13.9,1.1,12,0.6,12.1,1.1,12.5,1,13,1.1,12.9,1,13,-0.1,7.6,-0.6,8.7,865.4,881.9,132.4,137.3,997.8,1019.3,92.7,95.8,1087.4,1086.5,1115.1,1114.3,1260.8,1258.5,1289.4,1287.4,471.4,471,235.9,235.7,117.7,117.6,435.8,434.2,464.4,463,13.5
35,2005-11-30,34.4,237.9,271.8,112.3,310.3,693.6,92.1,785.6,34.2,270.2,692.3,782.9,40.9,211.6,1.2,13.1,1.2,13.7,1.2,11.9,0.6,11.2,1.2,13.6,1.2,14.1,1.1,13.1,1.1,13.3,0.6,7.1,0.9,8.6,876.5,894.4,133.3,138.1,1009.8,1032.5,94.2,97.2,1101.4,1097.1,1129.7,1125.7,1276.1,1271.6,1305.3,1301.4,477.3,476.7,238.4,238.1,118.7,118.3,441.8,438.9,471,468.5,14.3
36,2005-12-31,34.9,243.9,278.4,115.1,317.1,709.6,88.1,797.6,34.2,273,700.1,790,43,204.2,1.1,12.7,1.2,13.6,0.6,11.2,0.3,9.9,1.9,15.1,1.8,15.3,1.3,13.3,1.3,13.4,1.1,7.7,0.9,8.7,887,906.4,134,138.4,1021,1044.8,95.7,98.8,1114.1,1109.7,1143.6,1138.6,1290.9,1287.6,1321.3,1317.8,483.8,483,239.9,239.5,119.2,118.7,448,446.8,478.3,476.4,15
37,2006-01-31,34.6,242.3,276.4,113.6,323,712.2,88.7,800.9,34.6,274.9,708.2,797.1,41.6,203.4,1.1,12.8,1.3,13.7,1,11.1,0.8,9.7,0.9,14.9,1.3,15.7,1,13.2,1.2,13.5,1.1,8.1,0.8,9,895.5,916.1,134.7,139.3,1030.2,1055.5,96,99.1,1123.2,1121.1,1154.6,1151.7,1299.3,1300.2,1331.6,1331.7,488.6,488.4,241.5,241.3,119.4,119.7,449.9,451,482.1,482.4,14.2
38,2006-02-28,34.8,240.8,274.8,114.9,323.2,712.1,92.3,804.4,34.9,278,711.3,804.3,41.5,217.7,1.1,12.9,1.2,14.2,0.8,10.5,1.2,10.2,1,14.7,1.4,15.9,1,13.2,1.2,13.7,0.5,8,1,9.3,908.3,929.6,133.5,138.3,1041.7,1067.9,96.5,99.7,1135.2,1135,1167.6,1167.5,1313.8,1314.2,1347.1,1347.9,493.6,494.3,243.3,243.5,120.5,120.5,456.4,456.3,489.7,489.5,16
39,2006-03-31,35,245.5,280.1,117.7,323.3,720.1,95.7,815.8,35.4,282,722.1,816.4,41.5,215.6,0.9,12.8,1,14.1,0.7,10.4,0.8,10,1.5,15.4,1.5,16.5,1.2,13.4,1.1,13.9,1.4,9.2,1.4,9.8,913.1,934.6,133.7,138.7,1046.9,1073.3,97.5,100.8,1141.1,1144.6,1174.1,1177.1,1327.3,1331.3,1361.2,1363.4,498.4,499.8,244.9,245.6,120.8,121.8,463.2,463.6,497.1,497.3,16
40,2006-04-30,35.5,245.7,280.7,122,330.5,732.3,89.4,821.6,35.5,284.7,736.2,827.3,41.8,210.6,1.1,12.9,1.1,14.1,1.3,10.8,0.7,9.9,1.3,15.6,1.6,17,1.2,13.5,1.3,14.1,2,10.7,1.2,10.4,924.2,946.3,134.1,139.4,1058.4,1085.7,98.8,102.1,1152.6,1155.6,1187.7,1190.2,1342.9,1346.1,1379.1,1382.6,504,505.6,247.6,248.6,121.9,122.6,469.5,469.6,505.6,505.7,14.4
41,2006-05-31,34.9,247.5,281.9,124.9,328.7,734.8,92.7,827.5,35.4,286.4,740.2,834.5,41.3,209.3,1.3,13.3,1.3,14.2,1.3,11.5,0.7,10,1.4,15.2,1.3,16.7,1.3,13.7,1.3,14.2,0.5,10.1,0.7,9.9,933.5,956.4,134.8,140.2,1068.3,1096.6,100.2,103.5,1164.9,1167.7,1200.1,1202.9,1360.7,1364,1396.8,1400.1,510.9,511.7,251.7,252.6,122.9,123.2,475.2,476.3,511.3,512.3,11.5
42,2006-06-30,35.6,257.6,292.7,121.1,333.7,746.7,91.6,838.4,35.8,288,746.3,840.4,41.3,220.9,1.2,13.7,1.4,14.6,1.1,11.9,1,9.7,0.7,15.3,0.7,16.8,1,13.9,1,14.4,0.9,9.7,0.8,9.4,943.7,967.2,135.5,142,1079.3,1109.2,101.7,105.1,1177,1175.6,1214.3,1214.1,1378.1,1376.2,1416.5,1414.6,519.3,518.3,255.4,254.2,124.8,124.2,478.5,478.8,516.9,517.5,12.1
43,2006-07-31,35.6,255.3,290.3,121.8,338,749.3,96.4,845.7,35.7,290.8,753,848,41.5,220.7,1.3,14.2,1.4,15.4,0.9,12,1.1,10,1.6,16.2,1.7,17.8,1.5,14.5,1.4,15.1,1,10.6,0.8,10.1,954.8,978.3,136.8,143.2,1091.7,1121.6,103.2,106.5,1191.5,1194.2,1228.1,1232,1392.5,1393.7,1430.8,1433.8,526.7,526,257.2,256.4,125.2,125.1,483.3,485.7,521.7,525.1,12.7
44,2006-08-31,36.1,255.7,291.2,126.3,342.7,759.3,98.8,858.1,36.2,292.7,761.3,856.3,41.9,219.3,1.1,14.5,1.3,15.6,1,12.3,0.9,9.9,0.8,15.5,0.4,16.3,1,14.4,0.8,14.7,1,11.3,1.1,10.6,963.8,987.5,140.6,145.7,1104.4,1133.3,104.8,108.3,1206.2,1205.2,1241.6,1240.8,1411.8,1409.5,1448.9,1447.3,533.5,532.8,259.9,259.9,129.3,128.7,489,489.1,526.1,526.6,15.6
45,2006-09-30,36.6,260.5,296.6,119.7,352.4,767.8,101.9,869.6,36.4,294.8,767.4,867.2,42.2,236.5,1,14.5,1.1,15.6,0.8,12.5,2.1,11.2,1.2,15.5,1.1,16.2,1.1,14.5,1.1,14.8,0.8,11.3,1.3,10.9,970.5,994.4,140.9,145.9,1111.4,1140.3,106.6,110.2,1214.8,1217.5,1250.5,1253.4,1423.7,1423.9,1461.2,1461.9,544.1,543.1,254.9,255,131.1,131.2,493.6,494.8,531.1,532.7,15.6
46,2006-10-31,36.4,261.8,297.7,124.8,355.6,777.3,97.4,874.7,36.4,298,776.6,874.7,42.6,233.7,0.9,14.3,1.1,15.5,0.7,12,0.1,10.6,1.8,16.4,1.8,17.1,1.2,14.7,1.1,14.9,1.2,12.8,0.9,12.6,980.7,1006,141.7,146.4,1122.3,1152.4,108.5,112.2,1228.6,1228,1264.6,1264.1,1440.9,1439.1,1478.6,1476.8,549.8,549.2,256.8,256.9,131.5,131.5,502.7,501.1,540.5,539.1,15
47,2006-11-30,37,265.1,301.6,126.3,357,784,99,882.9,36.7,299,781.8,879.2,43.5,236.8,0.8,13.9,0.9,15.1,0.8,11.5,0.7,10.8,0.8,16,1,16.9,0.8,14.4,0.9,14.7,0.6,12.8,0.6,12.3,992.7,1018.3,146.1,150.9,1138.8,1169.3,110.1,113.8,1245.3,1240.5,1283,1277.8,1458.4,1453.3,1498,1492.6,555.2,554.7,258.5,258.3,133,132.6,511.8,508.1,551.3,547.5,16.2
48,2006-12-31,37.8,272,309.3,128.6,365.1,802,93,895,37,303,791.4,888.1,45.5,249.1,0.9,13.7,0.8,14.7,0.8,11.7,0.9,11.4,1,15,1.1,16.1,0.9,13.9,1,14.3,1.3,13,0.9,12.3,999.4,1026.3,149.6,155.2,1149,1181.4,111.6,115.3,1257.4,1252.6,1296.7,1291.1,1469.6,1466.1,1510.9,1506.7,559.7,559.2,259.9,259.5,134.3,133.9,515.7,514.1,556.9,554.2,17.2
49,2007-01-31,36.8,271.5,307.8,126.9,368.7,802.4,99.7,902.2,36.8,306.1,797.8,898.3,43.6,261.2,0.9,13.5,1,14.4,0.8,11.5,1.2,11.9,1.3,15.4,1.3,16.1,1.1,14,1.1,14.3,0.9,12.8,1.2,12.7,1011.1,1038.8,149.3,154.8,1160.4,1193.6,111.8,115.5,1269.3,1267.3,1309,1305.6,1481.1,1482.5,1522.8,1522.6,564.2,564.6,261.4,261.2,135.2,135.5,520.3,521.1,562,561.5,18.3
50,2007-02-28,36.9,269.8,306.2,135.4,373.8,814.5,94.8,909.3,36.9,309.4,814.2,909.4,43.6,251.8,1,13.4,1,14.2,0.9,11.7,0.9,11.6,1.9,16.4,2.1,16.9,1.3,14.2,1.4,14.5,1.9,14.3,1.1,12.8,1021.2,1048.5,150,155.6,1171.2,1204.1,112.8,116.5,1280,1279.6,1320.6,1319.7,1499.8,1500.5,1542.4,1543.1,568.7,570.2,262.8,263,136.9,136.9,531.3,531.1,573.9,573,17.9
